epoch,accuracy,iou_class_0,iou_class_1,iou_class_2,iou_class_3,loss,lr,mean_iou,val_accuracy,val_iou_class_0,val_iou_class_1,val_iou_class_2,val_iou_class_3,val_loss,val_mean_iou
22,0.984379768371582,0.9851011633872986,0.3815387487411499,0.4836578667163849,0.45236602425575256,0.31276631355285645,4.999999873689376e-06,0.5756659507751465,0.9799952507019043,0.9823041558265686,0.1404646635055542,0.33612003922462463,0.4061643183231354,0.4461950957775116,0.4662632346153259
23,0.9846016764640808,0.9852733612060547,0.3877779543399811,0.5109915137290955,0.4553375244140625,0.30628082156181335,4.999999873689376e-06,0.5848451256752014,0.9811280965805054,0.9827534556388855,0.13895852863788605,0.35111141204833984,0.4328345060348511,0.44682738184928894,0.4764144718647003
24,0.9848853945732117,0.9855778217315674,0.3964868485927582,0.49637100100517273,0.4708665907382965,0.3038574457168579,4.999999873689376e-06,0.5873255729675293,0.9778773188591003,0.9801731705665588,0.16545553505420685,0.33748361468315125,0.4236377775669098,0.4477716386318207,0.4766875207424164
25,0.9851658344268799,0.9857597947120667,0.4055338203907013,0.515626847743988,0.4788665771484375,0.30445313453674316,4.999999873689376e-06,0.5964468121528625,0.9814952611923218,0.9835076928138733,0.12994976341724396,0.32160305976867676,0.39724066853523254,0.44984474778175354,0.45807528495788574
26,0.985511302947998,0.9861617088317871,0.4191003739833832,0.5142260193824768,0.4691207706928253,0.29584771394729614,4.999999873689376e-06,0.5971522331237793,0.9790191054344177,0.981379508972168,0.15070120990276337,0.35644304752349854,0.41906359791755676,0.446747362613678,0.47689682245254517
27,0.9853449463844299,0.9859955906867981,0.40605199337005615,0.5216431617736816,0.47541525959968567,0.2914300262928009,4.999999873689376e-06,0.597276508808136,0.9809548258781433,0.9831057190895081,0.17509815096855164,0.3220684230327606,0.4208068251609802,0.4421422779560089,0.47526979446411133
28,0.9855722784996033,0.9861978888511658,0.4161309003829956,0.5180217027664185,0.4974033236503601,0.28819355368614197,4.999999873689376e-06,0.6044384241104126,0.9804064631462097,0.9824166297912598,0.14363808929920197,0.3294345438480377,0.40232130885124207,0.4431910812854767,0.4644526541233063
29,0.985709547996521,0.9863106608390808,0.4304031729698181,0.5312914848327637,0.47844192385673523,0.29180240631103516,4.999999873689376e-06,0.6066118478775024,0.9818801283836365,0.9837812781333923,0.13523170351982117,0.3160918354988098,0.40468743443489075,0.44865497946739197,0.4599480628967285
30,0.9855712652206421,0.986139714717865,0.43231359124183655,0.520819902420044,0.4723700284957886,0.289707213640213,4.999999873689376e-06,0.6029107570648193,0.979664146900177,0.9818152189254761,0.15167948603630066,0.35049134492874146,0.4131913185119629,0.44729265570640564,0.4742943048477173
31,0.9855815768241882,0.9861506819725037,0.4351341724395752,0.5265876054763794,0.4874090850353241,0.29056569933891296,4.999999873689376e-06,0.6088204383850098,0.9811044335365295,0.9832346439361572,0.1391700804233551,0.33422499895095825,0.4118697941303253,0.44894129037857056,0.4671248495578766
32,0.9860351085662842,0.986640214920044,0.43370410799980164,0.5389708280563354,0.5015220046043396,0.2849053740501404,4.999999873689376e-06,0.6152092814445496,0.9804521203041077,0.9823765754699707,0.1711655855178833,0.3404127061367035,0.416690856218338,0.44078972935676575,0.4776614308357239
33,0.9858184456825256,0.9865458607673645,0.43230313062667847,0.5355167984962463,0.4833807945251465,0.2880270183086395,4.999999873689376e-06,0.6094366312026978,0.9792585968971252,0.9816927313804626,0.15775789320468903,0.3548832833766937,0.41046038269996643,0.44462668895721436,0.47619858384132385
34,0.986171543598175,0.9866533279418945,0.44657081365585327,0.5471529960632324,0.4933897852897644,0.28274744749069214,4.999999873689376e-06,0.6184417605400085,0.9819018244743347,0.9838048219680786,0.12281127274036407,0.3439142107963562,0.3990906774997711,0.44693824648857117,0.462405264377594
35,0.986243724822998,0.9867254495620728,0.4586060643196106,0.5448151230812073,0.48380377888679504,0.28364139795303345,4.999999873689376e-06,0.6184875965118408,0.9822939038276672,0.9839429259300232,0.11525210738182068,0.33637094497680664,0.3903057277202606,0.45265114307403564,0.4564679265022278
36,0.9870449304580688,0.9874795079231262,0.46821877360343933,0.5524306297302246,0.5054066181182861,0.27708277106285095,4.999999873689376e-06,0.6283838748931885,0.9796488285064697,0.9822344183921814,0.12944398820400238,0.3315074145793915,0.42669159173965454,0.450136661529541,0.46746930480003357
37,0.986537516117096,0.9869742393493652,0.4669879078865051,0.5432476997375488,0.5027395486831665,0.27866214513778687,4.999999873689376e-06,0.6249873638153076,0.9798502922058105,0.9821732640266418,0.14815840125083923,0.33530524373054504,0.40332910418510437,0.44392096996307373,0.46724146604537964
38,0.9865989685058594,0.9869859218597412,0.4715684950351715,0.5520524978637695,0.5116390585899353,0.27591150999069214,4.999999873689376e-06,0.6305615901947021,0.9812572598457336,0.9830906987190247,0.1508772075176239,0.36813339591026306,0.4246562719345093,0.44272682070732117,0.4816894233226776
39,0.9862667918205261,0.9867347478866577,0.45876622200012207,0.5525619983673096,0.5058794617652893,0.26525846123695374,4.999999873689376e-06,0.6259856224060059,0.980128824710846,0.9825524687767029,0.13484233617782593,0.34899961948394775,0.41422343254089355,0.4506171941757202,0.47015446424484253
40,0.9869080185890198,0.987377405166626,0.4720892012119293,0.5633580088615417,0.5194790959358215,0.26829642057418823,4.999999873689376e-06,0.6355758905410767,0.9819657802581787,0.9839563369750977,0.1480613499879837,0.34597542881965637,0.42779266834259033,0.44146138429641724,0.4764464199542999
41,0.9870352149009705,0.9874535202980042,0.4760056734085083,0.5576205849647522,0.519232988357544,0.26977449655532837,4.999999873689376e-06,0.6350781917572021,0.9826349020004272,0.9844737648963928,0.1312076896429062,0.33979377150535583,0.43585121631622314,0.45039254426956177,0.4728316068649292
42,0.986689567565918,0.9871726036071777,0.4730979800224304,0.5557623505592346,0.5013759732246399,0.27579164505004883,4.999999873689376e-06,0.6293522119522095,0.9809374213218689,0.983024537563324,0.13914743065834045,0.35192951560020447,0.42471617460250854,0.44446825981140137,0.47470441460609436
43,0.9872334599494934,0.9876434803009033,0.482264906167984,0.5714611411094666,0.5124074220657349,0.2645576000213623,4.999999873689376e-06,0.638444185256958,0.9803200364112854,0.9824127554893494,0.1497439444065094,0.3543224632740021,0.41545870900154114,0.44303444027900696,0.4754844903945923
44,0.9872468113899231,0.9876633286476135,0.4928234815597534,0.5555111169815063,0.4951462745666504,0.2634315490722656,2.499999936844688e-06,0.6327860355377197,0.9816200733184814,0.9837627410888672,0.1232302337884903,0.36216625571250916,0.41477563977241516,0.447143018245697,0.47098371386528015
45,0.9875603318214417,0.987901508808136,0.48846954107284546,0.5825929045677185,0.527705192565918,0.2552003562450409,2.499999936844688e-06,0.6466673016548157,0.9810338020324707,0.9832138419151306,0.1558339148759842,0.35366833209991455,0.4375934302806854,0.4455164968967438,0.482577383518219
46,0.9872950315475464,0.987673819065094,0.5078394412994385,0.5608876347541809,0.5211912989616394,0.2639709711074829,2.499999936844688e-06,0.644398033618927,0.9806540608406067,0.9830151796340942,0.14501787722110748,0.35773831605911255,0.4202412962913513,0.4438803195953369,0.4765031635761261
47,0.9876118898391724,0.9879783987998962,0.4834083318710327,0.583914041519165,0.5258489847183228,0.26174473762512207,2.499999936844688e-06,0.6452874541282654,0.9808974266052246,0.9831488728523254,0.1366085708141327,0.33881157636642456,0.40352118015289307,0.4503934979438782,0.46552252769470215
48,0.9872532486915588,0.9875911474227905,0.5039477944374084,0.5605807304382324,0.5116963386535645,0.2670605182647705,2.499999936844688e-06,0.6409540176391602,0.98215651512146,0.9841490387916565,0.13605473935604095,0.34873300790786743,0.40551626682281494,0.4475700855255127,0.46861326694488525
49,0.9872731566429138,0.9876074194908142,0.4911876320838928,0.5707085728645325,0.5233937501907349,0.2631298303604126,2.499999936844688e-06,0.6432243585586548,0.9811995029449463,0.9834445714950562,0.15569624304771423,0.34021684527397156,0.4332164227962494,0.44558900594711304,0.47814351320266724
